value_ratio,time_delta,same_asset,hop_count,amount_similarity,degree,fanout,fanin,address_age,transaction_frequency,entity_evidence,path_length,relevance_score
1.0,1.0,1,1,1.0,2.0,1.0,1.0,822,31.1,0,2,25.843953733438248
0.933,1.0,1,1,0.1981,13.0,0.5,12.5,565,139.6,1,2,36.34565118212461
0.1898,56.1,1,1,0.2087,31.0,4.0,27.0,352,310.4,1,2,52.81780866062984
0.8644,75.6,1,3,0.835,2.5,1.0,1.5,264,28.0,1,4,36.56524868991879
0.481,1.0,1,2,0.511,29.33,0.67,28.67,509,296.7,2,3,78.28989366673744
0.6767,6.5,0,3,0.6667,47.25,1.0,46.25,678,483.5,1,4,61.84183496277716
0.5653,1.0,1,2,0.4266,34.33,1.33,33.0,670,348.3,2,3,75.90304771566912
0.3371,12.1,1,1,0.3473,8.0,6.5,1.5,807,83.9,1,2,33.06686037119711
0.0617,1.0,1,2,0.1022,37.0,4.33,32.67,19,373.6,1,3,61.58225539443657
0.6667,21.6,1,2,0.4697,3.67,0.67,3.0,322,41.7,1,3,36.399989686623485
0.0447,1.0,1,1,0.0,14.0,12.0,2.0,395,141.1,0,2,33.71574343725759
0.1434,1.0,1,2,0.0416,25.67,1.33,24.33,441,262.8,0,3,46.62043792763488
0.0346,1.0,1,1,0.0,29.5,0.5,29.0,289,302.5,2,2,63.95853590418584
0.8232,16.5,1,5,0.4308,7.5,1.17,6.33,704,78.1,1,6,48.21644008705795
0.1858,1.0,1,1,0.1622,9.0,0.5,8.5,174,93.0,0,2,27.644646964150013
0.0966,1.0,0,1,0.0,12.0,0.5,11.5,495,122.2,2,2,52.97655182498179
0.3832,30.4,1,3,0.4769,3.25,0.75,2.5,236,36.0,0,4,23.29900312914636
0.9947,1.0,1,1,1.0,2.0,1.5,0.5,740,21.3,0,2,14.27041567547296
1.0,1.0,1,3,1.0,2.0,1.0,1.0,594,21.6,0,4,21.97476250672777
0.3978,44.7,0,1,0.1879,2.0,1.0,1.0,502,20.5,0,2,25.929766644887703
1.0,1.0,1,3,1.0,2.0,1.0,1.0,181,22.2,0,4,34.529885523532194
0.4771,17.8,1,1,0.3888,5.5,4.5,1.0,752,61.8,1,2,35.64630502454656
0.7712,1.0,1,3,0.4541,2.0,0.75,1.25,685,20.2,1,4,36.21875365199112
0.563,1.0,1,1,0.4878,5.0,1.0,4.0,593,51.6,0,2,32.559664734993135
0.9957,57.6,1,4,0.9997,1.8,0.8,1.0,143,23.9,0,5,23.67372457620876
0.9996,1.0,0,3,1.0,2.0,1.0,1.0,731,22.6,0,4,20.723741337975934
0.5832,1.0,1,2,0.272,5.33,1.0,4.33,561,54.2,0,3,28.871477281808925
0.0942,36.4,1,1,0.6169,12.5,0.5,12.0,278,126.5,1,2,41.435234896369955
0.999,1.0,1,1,1.0,2.0,1.5,0.5,603,25.4,1,2,33.40181002749674
0.7028,94.6,1,3,0.2142,3.5,1.25,2.25,833,37.0,1,4,46.531433378192055
0.1444,1.0,1,1,0.2159,17.0,0.5,16.5,141,182.3,0,2,44.272516250738626
0.2607,1.0,1,1,0.0,3.5,3.0,0.5,711,40.3,1,2,41.966791606769156
0.588,11.7,0,4,0.3397,9.4,1.8,7.6,757,95.2,1,5,46.258318520883094
0.0367,1.0,1,1,0.0,4.5,1.0,3.5,118,45.9,0,2,40.69981128764675
0.038,1.0,1,1,0.0,125.5,1.5,124.0,633,1262.0,1,2,69.15315859277042
0.7817,78.6,1,3,0.6912,2.25,1.0,1.25,186,25.4,0,4,27.591345152097457
0.8013,1.0,1,4,0.6446,3.4,1.2,2.2,398,40.7,0,5,33.86884577040698
0.5882,56.1,1,2,0.5468,1.67,0.67,1.0,402,18.5,0,3,29.028439346435334
0.4111,14.7,1,3,0.539,22.5,1.0,21.5,592,226.6,1,4,48.765396080090866
0.6241,1.0,1,2,0.3895,8.0,0.67,7.33,477,80.0,1,3,55.62552284104338
0.5366,9.2,1,2,0.4794,47.33,2.33,45.0,11,482.1,1,3,74.78311969910942
1.0,1.0,1,6,1.0,2.14,1.14,1.0,260,32.1,3,7,62.22837109875882
0.298,80.5,1,1,0.0,1.5,0.5,1.0,679,15.1,1,2,31.685215201242595
0.5321,1.0,1,5,0.1982,4.5,1.0,3.5,581,48.5,2,6,59.88285772262282
0.1492,29.5,1,1,0.0,19.5,1.0,18.5,659,198.8,2,2,50.09314291453985
0.7835,1.0,1,3,0.8009,4.75,1.25,3.5,664,53.5,1,4,34.28992265220704
0.5796,1.0,1,1,0.0,27.0,1.0,26.0,380,280.8,1,2,59.58154358763478
0.3128,21.0,1,3,0.4363,7.0,1.25,5.75,122,73.8,1,4,38.4252006374867
0.061,11.8,1,1,0.0,30.0,0.5,29.5,350,300.1,2,2,79.67817229764513
0.5326,1.0,1,1,0.6989,6.5,1.5,5.0,815,69.0,1,2,35.01716101649008
0.9281,1.0,1,4,0.75,2.2,1.4,0.8,500,25.7,0,5,20.63976273809569
0.8146,1.0,1,2,0.9121,17.33,4.0,13.33,791,175.5,0,3,35.69552898866385
0.6281,22.2,1,1,0.4002,2.0,1.0,1.0,280,24.2,0,2,25.889973508651963
0.4738,25.9,0,3,0.4963,14.75,1.0,13.75,493,158.7,2,4,47.729177454979265
0.752,37.2,1,2,0.5,2.0,1.0,1.0,490,20.0,1,3,41.25440388703145
1.0,1.0,1,1,1.0,1.5,0.5,1.0,577,15.6,3,2,48.21313808109088
0.5657,75.7,1,1,0.1028,6.0,4.5,1.5,97,62.9,1,2,44.55665120889714
0.9992,1.0,1,1,1.0,1.5,1.0,0.5,642,27.3,3,2,50.235910528237206
0.9949,1.0,0,1,0.9997,2.0,1.0,1.0,769,20.1,0,2,16.052711965063367
0.3085,1.0,1,1,0.0469,8.0,0.5,7.5,483,81.1,1,2,44.88269221096101
0.3729,34.7,1,1,0.0,15.0,0.5,14.5,535,155.6,1,2,48.28217053192326
0.894,1.0,1,5,0.8351,2.5,1.17,1.33,425,26.1,1,6,38.04439586571443
0.9997,1.0,1,5,1.0,2.0,1.0,1.0,667,26.6,0,6,27.886318647484725
1.0,15.6,0,4,1.0,2.0,1.0,1.0,335,24.0,0,5,23.61236392223666
0.5439,1.0,1,2,0.4993,16.67,0.67,16.0,504,170.5,1,3,49.471115232194066
0.3928,67.5,1,1,0.151,6.5,0.5,6.0,528,72.0,2,2,48.029571762700876
0.7908,24.3,1,2,0.5,12.0,1.0,11.0,843,120.9,0,3,29.64366206412695
0.0129,1.0,0,1,0.0,94.5,0.5,94.0,56,946.3,1,2,75.74946900851447
0.5421,1.0,1,4,0.62,21.6,1.0,20.6,115,216.0,1,5,60.615313825691686
0.9997,1.0,1,5,1.0,2.17,1.17,1.0,205,24.8,0,6,22.004269055379275
0.3215,1.0,1,1,0.0345,3.5,1.5,2.0,156,44.2,0,2,30.45074828725165
0.9999,1.0,1,5,1.0,2.0,1.0,1.0,547,23.7,0,6,17.175087147155406
0.0608,15.4,1,1,0.0,30.0,0.5,29.5,343,307.1,2,2,80.81723273180542
0.9838,64.4,1,1,0.9945,2.0,1.0,1.0,646,24.1,1,2,33.539346452481254
0.9999,51.8,1,1,1.0,1.5,0.5,1.0,274,17.5,0,2,14.235844344571214
1.0,1.0,1,1,1.0,2.5,1.5,1.0,564,30.7,3,2,46.56836027530276
0.8107,1.0,1,2,0.8137,15.33,6.67,8.67,654,153.4,0,3,36.02124173473432
1.0,38.3,1,5,1.0,2.0,1.0,1.0,430,20.1,0,6,25.113041937286656
0.5678,1.0,1,1,0.7642,10.0,5.0,5.0,823,107.8,0,2,28.450806730958835
1.0,1.0,1,5,1.0,2.0,1.0,1.0,562,21.1,0,6,19.3211687522124
0.302,1.0,1,3,0.2835,2.25,0.75,1.5,591,27.4,0,4,31.866095862084553
0.9437,21.4,1,1,0.9364,5.0,0.5,4.5,267,54.2,2,2,40.396467014997874
0.1166,1.0,1,1,0.0,3.0,1.5,1.5,748,34.5,0,2,30.136256226400814
0.0166,1.0,1,1,0.0,87.5,1.0,86.5,366,877.8,2,2,79.55947185666881
0.9996,1.0,1,1,0.9998,1.5,1.0,0.5,198,16.3,2,2,36.58972324247881
0.0233,17.3,1,1,0.0,25.0,0.5,24.5,62,256.2,1,2,57.86097224578378
0.5107,37.2,1,1,0.6054,7.0,0.5,6.5,1,70.4,1,2,32.809828830585445
0.8773,1.0,1,3,0.6667,2.5,1.25,1.25,904,31.8,1,4,46.986311368176246
0.4067,1.0,1,1,0.0,13.5,0.5,13.0,17,139.6,1,2,42.24241051621065
0.5831,1.0,1,2,0.5185,21.0,0.67,20.33,332,210.9,2,3,62.974230459513635
0.5508,1.0,1,2,0.8465,6.33,5.33,1.0,147,63.5,1,3,36.240097073574134
0.783,1.0,1,3,0.9231,4.75,1.0,3.75,779,50.0,0,4,28.31998604045621
1.0,1.0,1,3,1.0,1.75,0.75,1.0,411,25.5,0,4,8.138729427786126
0.4027,32.9,1,2,0.3117,4.33,1.0,3.33,508,48.2,2,3,39.30679162913847
0.7079,1.7,1,3,0.554,6.5,0.75,5.75,393,65.1,1,4,36.59501743063848
0.7404,2.3,1,1,0.6219,1.5,1.0,0.5,485,15.9,0,2,26.317391908079536
0.8156,38.8,1,2,0.9535,7.33,0.67,6.67,686,74.9,0,3,22.912567758092212
0.689,24.5,1,2,0.9404,1.67,1.0,0.67,33,17.8,0,3,18.2091295086172
0.0149,1.0,1,1,0.0,46.5,46.0,0.5,68,466.5,1,2,69.74169087376147
0.0567,91.1,1,1,0.019,12.0,11.0,1.0,142,122.4,1,2,40.856981419905914
0.7173,1.0,1,5,0.7044,7.33,1.17,6.17,595,73.4,1,6,44.29457958580907
0.9972,58.4,1,1,0.9997,1.5,0.5,1.0,580,16.3,2,2,38.240053151356435
1.0,53.2,1,2,1.0,1.67,1.0,0.67,140,26.5,0,3,21.926031648321736
0.6724,1.0,1,6,0.4754,2.29,1.29,1.0,216,23.2,0,7,39.66142338952731
0.8533,94.3,1,6,0.9809,2.0,1.14,0.86,59,21.3,0,7,24.46982624493763
0.9998,1.0,0,2,1.0,1.67,0.67,1.0,124,24.2,0,3,20.213392817587923
0.9923,1.0,1,1,0.9989,1.5,0.5,1.0,319,20.0,2,2,32.63288046427295
1.0,25.6,1,1,1.0,1.5,0.5,1.0,817,15.1,0,2,10.842547620686089
0.9608,64.3,1,4,0.9982,2.0,1.0,1.0,349,27.9,0,5,22.539678825147263
0.8482,1.0,1,3,0.6477,14.5,2.25,12.25,811,149.1,1,4,45.153085322572466
0.0436,81.4,0,1,0.0,63.0,0.5,62.5,407,634.6,1,2,74.62837140001751
0.5666,27.9,1,1,0.9422,2.0,1.0,1.0,429,22.2,3,2,51.29002691491913
0.7037,13.9,1,2,0.0,6.33,1.33,5.0,786,65.3,0,3,34.237158957120585
0.1861,10.7,1,1,0.1634,6.5,6.0,0.5,227,67.1,1,2,49.076299595377854
0.3356,16.5,1,1,0.0,10.0,0.5,9.5,482,101.0,2,2,52.998044124015614
0.7867,1.0,1,2,0.969,1.67,0.67,1.0,828,23.8,0,3,18.92705077922465
0.7861,1.0,0,3,0.7975,7.5,1.0,6.5,456,78.3,1,4,39.37222156901734
0.7483,1.0,1,2,0.5,2.0,1.0,1.0,432,30.2,1,3,28.580652021839697
0.2002,76.4,1,1,0.1119,6.5,0.5,6.0,184,74.9,2,2,54.04003402640418
0.9651,1.0,1,1,0.3603,2.0,1.0,1.0,697,21.8,1,2,34.65923012054202
0.2848,1.0,1,1,0.1946,25.5,1.0,24.5,136,255.6,1,2,55.95870616377715
0.3319,9.1,1,4,0.2848,8.8,5.6,3.2,155,89.1,1,5,47.37881468546871
0.4141,1.0,0,2,0.6642,11.67,0.67,11.0,121,117.2,1,3,43.074456382695644
1.0,4.9,1,5,1.0,2.0,1.0,1.0,716,29.3,0,6,26.939456382548514
0.6953,78.7,1,2,0.4034,2.0,1.33,0.67,163,20.4,1,3,32.93098393850548
1.0,65.7,1,1,1.0,2.5,1.5,1.0,641,25.7,0,2,26.01265737181799
0.7714,1.0,1,3,0.7653,2.25,1.0,1.25,709,30.2,0,4,16.25015453843092
0.7168,1.0,1,1,0.8894,3.5,1.0,2.5,35,45.8,0,2,16.92113558315134
0.6191,1.0,1,2,0.5686,10.0,4.33,5.67,390,111.6,1,3,36.27679264583165
1.0,61.1,1,3,1.0,2.0,1.25,0.75,85,22.6,0,4,17.063995801185982
0.3369,133.3,1,1,0.338,3.5,0.5,3.0,357,41.6,2,2,35.84045432816068
0.8152,97.3,1,3,0.8943,16.25,3.75,12.5,57,162.8,1,4,50.60344543659968
0.9924,124.0,1,6,0.6667,3.14,1.14,2.0,694,31.8,1,7,42.75207687325992
0.0882,13.8,1,1,0.0,66.5,0.5,66.0,661,667.6,1,2,68.21814543649715
0.4846,1.0,1,2,0.5911,4.67,0.67,4.0,579,47.5,1,3,39.6784201564387
0.9998,1.0,1,1,1.0,2.0,1.0,1.0,240,22.6,0,2,17.06409381898139
0.3883,1.0,1,1,0.0,10.0,1.0,9.0,361,104.3,0,2,33.09852790780871
0.517,59.8,1,1,0.0,7.0,0.5,6.5,706,78.3,2,2,46.95908059923713
0.0376,1.0,1,1,0.0,22.5,1.0,21.5,79,225.7,0,2,45.02269792721284
0.071,46.7,1,1,0.0,25.5,0.5,25.0,68,261.7,2,2,64.16225340718833
0.9973,1.0,1,1,0.9981,3.0,2.0,1.0,146,34.1,0,2,13.680864109857685
0.9583,1.0,0,3,0.3333,3.0,1.0,2.0,621,38.3,0,4,33.98086907343305
0.4126,77.5,1,1,0.656,3.0,1.0,2.0,668,32.0,0,2,17.185904639494453
0.9932,1.3,1,3,0.9997,2.0,1.0,1.0,127,26.5,0,4,28.79146590099308
0.7268,1.0,1,5,0.6646,3.0,1.17,1.83,122,32.0,3,6,54.8873041655559
0.4939,40.8,1,1,0.2043,5.0,0.5,4.5,129,53.0,1,2,30.364694527734013
0.4596,1.0,1,1,0.3602,4.5,0.5,4.0,505,45.2,2,2,49.33529004149689
0.9884,66.0,1,4,0.9928,2.6,1.6,1.0,225,27.1,0,5,20.533025878350877
0.0656,1.0,1,1,0.0,32.0,0.5,31.5,518,323.2,2,2,64.06161184287919
0.6591,136.7,1,1,0.6176,5.5,1.5,4.0,698,64.7,2,2,44.85304205163266
0.9999,16.6,1,1,1.0,2.5,1.5,1.0,278,28.6,1,2,21.33646559148555
0.2135,9.3,1,2,0.2557,4.0,1.0,3.0,580,41.0,0,3,18.06260179748407
0.5843,23.3,0,4,0.7526,4.0,0.8,3.2,625,42.8,0,5,30.547919130192497
1.0,31.3,0,2,1.0,2.0,1.0,1.0,251,22.4,0,3,27.181060043409047
0.1092,50.5,1,1,0.0,2.0,1.0,1.0,636,25.5,0,2,25.51179844791969
0.6749,1.0,0,2,0.0,1.67,0.67,1.0,586,19.7,0,3,35.87911799109435
0.6281,1.0,1,1,0.9501,2.0,0.5,1.5,271,23.8,1,2,32.935451975137156
0.0803,29.5,1,1,0.0,28.0,0.5,27.5,234,281.5,1,2,63.077178160026584
1.0,1.0,1,2,1.0,2.0,1.0,1.0,761,32.7,0,3,19.018962714023857
0.3987,1.0,1,3,0.0866,2.25,0.75,1.5,182,33.1,0,4,27.831418475879403
0.992,1.0,1,1,0.9743,52.0,0.5,51.5,648,521.7,2,2,73.73229744794853
0.8428,1.0,1,2,0.99,1.67,1.0,0.67,62,23.5,0,3,23.129852611731515
0.5572,1.0,1,3,0.635,2.5,1.25,1.25,47,25.2,0,4,18.45055805959636
0.9999,14.0,1,4,1.0,2.2,1.2,1.0,678,23.1,0,5,21.207741695453244
0.3627,28.0,1,2,0.3758,12.33,1.67,10.67,1,128.6,1,3,42.96398290721775
0.7356,1.0,1,2,0.9683,4.0,2.0,2.0,38,47.7,0,3,19.742021058866076
0.4457,1.0,1,3,0.7138,19.0,1.0,18.0,162,193.2,1,4,44.729103651699276
0.3612,6.1,1,3,0.3333,17.5,1.0,16.5,122,178.9,2,4,53.793211384070794
0.7279,2.4,1,2,0.4743,6.0,3.33,2.67,736,62.2,1,3,35.702164521615636
0.8575,1.0,1,3,0.9789,2.0,1.0,1.0,643,23.0,0,4,20.00296108233203
0.4414,1.0,1,3,0.4222,11.25,1.75,9.5,19,115.0,1,4,41.85682296041997
0.6725,18.9,1,6,0.4438,3.43,1.0,2.43,392,35.0,0,7,36.21464123217437
1.0,6.9,1,1,1.0,1.5,0.5,1.0,814,18.9,0,2,10.512850952947208
0.9653,94.8,1,2,0.8284,2.33,1.33,1.0,459,27.4,0,3,22.318142817065294
0.9997,29.5,1,1,1.0,2.0,1.0,1.0,729,25.6,0,2,8.303270812046565
0.87,1.0,1,1,0.98,3.5,1.0,2.5,705,38.0,1,2,29.02521994351264
1.0,12.9,1,2,1.0,2.0,1.0,1.0,729,28.8,0,3,7.776258323176828
0.4227,164.1,1,1,0.7142,11.0,0.5,10.5,328,120.6,1,2,32.72871883050478
0.7461,50.8,1,2,0.4999,1.67,1.0,0.67,591,20.8,2,3,43.98844776128123
0.4237,1.0,1,3,0.3582,10.5,1.0,9.5,661,105.1,3,4,57.13893783089495
0.5501,1.0,1,2,0.4988,2.67,1.0,1.67,682,30.1,1,3,27.685462966308464
0.0401,87.4,1,2,0.012,37.33,4.33,33.0,20,374.4,1,3,69.16940275039663
0.7027,18.8,1,2,0.6636,4.0,1.0,3.0,465,46.7,0,3,16.17268976929102
0.5856,66.5,1,4,0.3569,3.4,1.0,2.4,825,35.5,0,5,29.299385240234912
0.5559,67.7,1,1,0.943,1.5,1.0,0.5,67,18.0,0,2,25.565996771114214
1.0,1.0,1,1,1.0,1.5,0.5,1.0,476,24.7,0,2,18.733654563706843
0.5452,69.4,1,1,0.0079,2.5,1.5,1.0,709,28.2,1,2,37.85215467288588
0.9889,1.0,1,2,0.9989,2.0,1.0,1.0,24,30.8,0,3,16.095140882024122
0.0312,1.0,1,1,0.0,58.5,0.5,58.0,189,591.7,1,2,67.90885713875129
0.4976,18.8,1,3,0.5473,9.0,0.75,8.25,82,94.6,1,4,40.76281608078555
0.4301,1.0,1,4,0.4848,22.4,2.0,20.4,53,225.6,1,5,43.98853724222805
0.6685,1.0,1,1,0.0,4.0,0.5,3.5,48,40.4,0,2,35.102173571240876
0.9347,1.0,1,2,0.5,3.0,2.0,1.0,581,32.8,0,3,26.51430422485191
0.6714,3.8,1,2,0.8288,5.0,0.67,4.33,152,52.4,1,3,24.697007837857864
0.3655,1.0,1,3,0.3485,21.75,0.75,21.0,132,221.1,1,4,59.79407492562104
0.8702,1.0,1,2,0.4998,11.0,2.0,9.0,762,110.8,1,3,45.106739060404685
1.0,22.2,1,3,1.0,2.0,1.0,1.0,779,26.7,0,4,23.523389358888558
0.3412,103.8,1,1,0.0,24.5,0.5,24.0,450,245.1,0,2,57.77913540476475
0.9996,1.0,1,5,1.0,2.17,1.17,1.0,17,27.5,0,6,25.33532193828356
0.9958,1.0,1,1,0.9997,2.0,1.0,1.0,551,21.0,3,2,55.940584553176826
0.9512,6.2,1,3,0.6667,2.25,1.25,1.0,662,23.0,0,4,24.807700213251184
0.4378,1.0,1,2,0.0,2.67,1.67,1.0,722,32.3,0,3,32.62547645394277
0.3948,51.9,1,1,0.0,5.0,0.5,4.5,446,53.1,2,2,47.332517615541086
0.554,36.0,0,2,0.3913,5.0,0.67,4.33,733,57.3,1,3,28.240830757823197
0.3105,17.7,1,1,0.0,17.5,0.5,17.0,672,175.7,1,2,41.23146623552764
0.2005,1.0,1,2,0.2669,1.67,0.67,1.0,5,19.3,2,3,46.35345270341729
0.2547,1.0,1,1,0.0,31.0,1.0,30.0,607,310.9,1,2,60.40561834687269
0.7086,1.0,1,1,0.9244,3.0,1.0,2.0,349,31.1,0,2,13.22075738430061
1.0,88.4,1,3,1.0,2.0,1.0,1.0,396,32.1,3,4,49.36989509486659
0.9773,91.5,1,1,0.0,1.5,1.0,0.5,765,19.9,1,2,39.44421614840082
0.8235,1.0,1,3,0.6665,2.75,0.75,2.0,391,28.6,3,4,62.09605298624863
0.9752,1.0,1,1,0.9775,4.0,1.0,3.0,836,40.8,1,2,26.088823467562644
0.9997,1.0,1,5,1.0,2.0,1.0,1.0,654,23.2,0,6,26.6729336850989
1.0,11.2,0,2,1.0,2.33,1.33,1.0,298,24.9,0,3,28.91812879971976
0.1179,5.4,0,2,0.1896,42.33,2.67,39.67,766,425.3,1,3,70.18734824700365
0.4697,6.3,1,2,0.0542,14.67,0.67,14.0,546,149.1,2,3,55.64605829561447
0.3695,1.0,1,1,0.0,10.0,1.0,9.0,572,100.5,1,2,45.04371366064241
0.0496,29.1,1,1,0.0,47.0,1.0,46.0,140,475.5,1,2,70.39976990794698
0.9997,19.1,1,1,1.0,2.0,1.0,1.0,149,24.7,0,2,21.1966254149281
0.9994,10.7,1,4,1.0,2.0,1.0,1.0,163,26.4,1,5,33.163749641594926
0.2037,1.0,1,1,0.0,10.0,0.5,9.5,427,111.8,2,2,57.68856855944727
0.6577,1.0,1,5,0.7356,16.67,0.83,15.83,566,173.9,2,6,65.06460950378892
0.179,38.4,1,1,0.0,10.5,0.5,10.0,360,106.0,0,2,29.326385893823307
0.9166,1.0,1,1,0.3613,10.5,2.5,8.0,754,112.2,0,2,23.81254046607687
0.6699,1.0,1,2,0.492,9.67,1.33,8.33,607,100.6,1,3,44.13793724387082
0.6511,28.6,1,4,0.639,5.2,1.6,3.6,705,54.7,1,5,37.85236724176748
1.0,38.0,1,1,1.0,2.0,1.0,1.0,558,22.8,0,2,22.167225903976487
0.9998,1.0,1,1,1.0,2.0,1.0,1.0,431,24.0,0,2,23.701252957045778
0.9932,1.0,0,4,0.9999,2.0,1.0,1.0,166,20.1,0,5,13.059223036944838
0.6733,1.0,1,2,0.5,12.33,1.0,11.33,527,125.7,1,3,38.760454131029356
0.6053,32.0,1,2,0.5,2.0,1.0,1.0,470,20.8,0,3,23.599244523333198
0.1567,1.0,1,1,0.0047,14.5,0.5,14.0,662,152.4,2,2,53.28614348784244
0.615,1.0,1,3,0.3969,5.5,1.0,4.5,464,58.0,0,4,27.70874628248029
0.3393,1.0,1,1,0.3682,2.0,0.5,1.5,648,22.5,1,2,27.724910504829104
0.3465,11.7,1,1,0.307,1.5,0.5,1.0,779,19.7,0,2,22.340054587777853
0.3307,44.9,1,1,0.1033,4.0,3.5,0.5,4,41.3,0,2,23.285519518595137
0.9977,1.0,1,3,1.0,2.25,1.25,1.0,706,27.5,0,4,23.352947808075744
0.6277,1.0,1,6,0.5331,2.14,1.0,1.14,213,23.2,1,7,45.76877847845283
0.9985,1.0,0,1,1.0,2.5,1.5,1.0,696,25.4,0,2,20.41317566544461
0.3794,1.0,1,1,0.1669,2.0,0.5,1.5,511,34.1,2,2,60.59209508950092
0.7095,1.0,1,2,0.7058,11.0,0.67,10.33,252,114.3,1,3,45.19920086812161
0.3049,45.2,1,1,0.3131,5.5,1.0,4.5,450,56.0,1,2,42.034793527613544
0.5539,24.2,0,3,0.8606,3.0,1.0,2.0,175,35.1,3,4,52.928831658008136
0.9453,1.0,1,1,0.0,3.5,1.5,2.0,611,38.7,0,2,27.32812540008734
0.4572,1.0,1,1,0.2909,13.0,0.5,12.5,652,135.0,1,2,51.221341276696386
0.3124,1.0,1,5,0.2,6.5,1.67,4.83,840,67.7,0,6,34.66066849709932
0.1177,1.0,1,3,0.0655,37.0,0.75,36.25,253,370.6,2,4,77.64605081000266
0.3703,46.7,0,5,0.3441,7.83,0.83,7.0,765,78.9,2,6,54.72403637717555
0.3078,1.0,1,1,0.3848,6.5,1.0,5.5,236,71.6,2,2,50.797978158491354
0.9996,1.0,1,3,1.0,2.25,1.25,1.0,682,26.2,0,4,26.19726771216283
0.5738,22.3,1,2,0.5253,2.67,2.0,0.67,490,28.2,1,3,40.45414947270799
0.9999,1.0,1,5,1.0,2.17,1.17,1.0,286,23.8,0,6,23.099521340535127
0.6569,69.2,1,4,0.4217,3.2,1.6,1.6,168,32.7,1,5,39.72480404638213
1.0,66.0,1,6,1.0,2.0,1.0,1.0,789,30.5,0,7,27.716278678855033
0.6231,3.1,1,2,0.689,2.67,0.67,2.0,268,30.1,0,3,31.15182313346938
0.9993,49.5,1,4,1.0,2.2,1.2,1.0,214,28.7,0,5,13.37995598102459
0.2435,56.6,1,1,0.275,3.0,0.5,2.5,677,36.3,0,2,25.965431991248554
0.6966,103.1,1,4,0.5,3.4,1.0,2.4,651,45.4,1,5,35.12543081386992
0.3168,1.0,1,3,0.4064,20.5,1.25,19.25,692,206.6,1,4,49.62758263624799
0.3369,1.0,0,1,0.365,2.0,0.5,1.5,509,21.2,0,2,19.974414211393558
1.0,26.3,1,5,1.0,2.0,1.0,1.0,584,26.7,0,6,27.350727048683556
0.7802,1.0,1,3,0.9938,2.0,1.0,1.0,184,20.9,0,4,8.310442355573956
0.3474,1.0,1,1,0.3096,2.5,1.5,1.0,757,29.1,0,2,24.55128803193866
0.4513,69.8,1,3,0.3333,17.5,1.0,16.5,714,178.1,0,4,30.65425133469165
0.6741,48.4,1,4,0.5971,3.8,0.8,3.0,170,46.9,1,5,34.699231946635095
0.8491,1.0,1,3,0.4409,4.5,0.75,3.75,32,55.6,0,4,28.18243555184626
0.6652,1.0,0,4,0.5909,3.2,1.0,2.2,465,43.0,3,5,56.14087826811175
0.9982,78.0,1,1,0.9997,2.0,1.0,1.0,506,23.3,3,2,50.892795098923884
0.7746,1.0,1,1,0.3488,10.5,6.0,4.5,757,105.2,0,2,36.27523174678173
0.7636,1.0,1,3,0.4866,5.5,0.75,4.75,251,60.0,1,4,49.83974877596014
0.9999,1.0,1,1,1.0,2.0,1.5,0.5,658,23.7,0,2,18.15865511336194
0.4859,44.2,1,2,0.4968,45.67,0.67,45.0,581,459.6,0,3,61.627526922556115
0.7566,51.3,1,3,0.6214,10.0,0.75,9.25,650,108.9,1,4,49.343139534537315
0.7816,45.2,1,3,0.6667,2.75,1.5,1.25,625,41.5,0,4,22.574988699618387
0.992,1.0,1,2,0.9999,1.67,0.67,1.0,188,18.2,0,3,25.943399621784057
0.9995,1.0,1,2,0.9998,1.67,0.67,1.0,433,21.3,0,3,8.049378153265307
0.252,41.0,1,2,0.33,6.33,1.0,5.33,108,64.7,1,3,41.085219417719834
0.9992,1.0,1,2,0.9999,2.33,1.33,1.0,221,26.0,0,3,28.33450304528455
0.1944,1.0,1,1,0.2442,13.5,0.5,13.0,202,140.0,2,2,55.907390593201065
0.305,1.0,1,1,0.2592,2.0,0.5,1.5,367,24.4,3,2,54.62441020217949
1.0,1.0,1,5,1.0,2.33,1.33,1.0,463,30.3,3,6,53.96815193478135
0.5503,5.6,1,1,0.0,3.5,0.5,3.0,529,46.3,2,2,57.41682446047012
0.9999,112.1,1,3,1.0,1.75,0.75,1.0,55,23.5,0,4,11.945100366290813
0.5514,48.6,1,2,0.5,36.67,0.67,36.0,749,371.9,1,3,58.863836930791955
0.2807,1.0,1,2,0.3139,19.33,1.0,18.33,211,199.6,1,3,55.451767310223595
0.5525,1.0,1,2,0.4999,17.67,1.0,16.67,88,179.8,3,3,69.33279831885295
0.9969,68.8,1,1,0.9997,1.5,0.5,1.0,452,20.6,3,2,53.549673270359584
1.0,36.3,1,3,1.0,2.0,1.0,1.0,589,22.3,0,4,24.54317568739624
0.664,1.0,1,2,0.728,9.0,0.67,8.33,862,94.0,1,3,35.85182404463669
0.6539,1.0,1,2,0.5454,2.33,1.0,1.33,647,29.3,1,3,37.5828001184368
0.7444,79.9,1,6,0.8051,2.29,1.0,1.29,646,33.6,0,7,21.080758815956386
0.5511,1.0,1,1,0.0,3.5,0.5,3.0,482,36.8,2,2,38.734235906591984
0.0851,1.0,1,1,0.0,20.5,0.5,20.0,376,205.5,0,2,40.27956473572755
0.9533,23.4,1,3,0.6665,2.25,1.25,1.0,558,23.4,2,4,44.96684584400049
